customer_id,gender,age,city,region,registration_date,acquisition_channel
CUST000960,Male,35,Aydin,Aegean,2025-08-08,Paid Search
CUST000961,Female,39,Hatay,Mediterranean,2024-03-28,Organic Search
CUST000962,Female,28,Ankara,Central Anatolia,2023-12-31,Organic Search
CUST000963,Male,28,Trabzon,Black Sea,2024-12-13,Organic Search
CUST000964,Male,34,Izmir,Aegean,2025-04-09,Organic Search
CUST000965,Female,28,Ankara,Central Anatolia,2025-12-25,Paid Search
CUST000966,Female,53,Usak,Aegean,2025-05-31,Social
CUST000967,Male,30,Istanbul,Marmara,2024-05-17,Social
CUST000968,Female,32,Gaziantep,Southeastern Anatolia,2024-03-22,Organic Search
CUST000969,Female,21,Ordu,Black Sea,2024-04-05,Referral
CUST000970,Male,33,Bitlis,Eastern Anatolia,2023-12-17,Email
CUST000971,Male,42,Istanbul,Marmara,2024-02-18,Marketplace Ads
CUST000972,Female,20,Bursa,Marmara,2025-08-23,Organic Search
CUST000973,Male,23,Izmir,Aegean,2024-08-22,Referral
CUST000974,Female,29,Hatay,Mediterranean,2024-08-30,Marketplace Ads
CUST000975,Female,41,Gaziantep,Southeastern Anatolia,2024-09-04,Marketplace Ads
CUST000976,Male,29,Ankara,Central Anatolia,2024-06-14,Referral
CUST000977,Female,23,Izmir,Aegean,2024-05-30,Email
CUST000978,Female,29,Istanbul,Marmara,2024-07-31,Social
CUST000979,Male,20,Sinop,Black Sea,2024-01-20,Email
CUST000980,Female,33,Istanbul,Marmara,2024-09-03,Referral
CUST000981,Female,38,Mugla,Aegean,2025-04-23,Email
CUST000982,Female,31,Izmir,Aegean,2024-08-01,Marketplace Ads
CUST000983,Female,41,Izmir,Aegean,2024-01-27,Paid Search
CUST000984,Female,45,Istanbul,Marmara,2023-12-31,Social
CUST000985,Female,25,Izmir,Aegean,2024-11-03,Organic Search
CUST000986,Male,24,Istanbul,Marmara,2025-11-16,Marketplace Ads
CUST000987,Male,35,Bursa,Marmara,2025-06-10,Marketplace Ads
CUST000988,Male,41,Izmir,Aegean,2025-08-06,Organic Search
CUST000989,Male,38,Istanbul,Marmara,2024-01-05,Social
CUST000990,Male,33,Istanbul,Marmara,2024-02-04,Email
CUST000991,Male,20,Istanbul,Marmara,2024-12-31,Social
CUST000992,Male,40,Samsun,Black Sea,2025-02-03,Social
CUST000993,Female,32,Istanbul,Marmara,2024-01-02,Social
CUST000994,Male,29,Izmir,Aegean,2025-01-17,Organic Search
CUST000995,Female,30,Istanbul,Marmara,2024-07-04,Social
CUST000996,Female,37,Sivas,Central Anatolia,2024-01-07,Referral
CUST000997,Male,33,Mugla,Aegean,2024-11-03,Organic Search
CUST000998,Male,36,Denizli,Aegean,2024-08-28,Organic Search
CUST000999,Male,37,Ordu,Black Sea,2024-01-20,Organic Search
CUST001000,Female,27,Istanbul,Marmara,2024-01-31,Referral
CUST001001,Male,27,Diyarbakir,Southeastern Anatolia,2024-02-08,Organic Search
CUST001002,Male,31,Sanliurfa,Southeastern Anatolia,2024-09-21,Email
CUST001003,Female,27,Istanbul,Marmara,2024-09-15,Organic Search
CUST001004,Male,25,Ankara,Central Anatolia,2024-12-13,Organic Search
CUST001005,Female,35,Istanbul,Marmara,2024-03-03,Paid Search
CUST001006,Male,29,Tekirdag,Marmara,2025-12-14,Paid Search
CUST001007,Male,40,Izmir,Aegean,2024-02-18,Organic Search
CUST001008,Female,23,Kastamonu,Black Sea,2024-06-11,Marketplace Ads
CUST001009,Male,26,Kutahya,Aegean,2025-05-31,Paid Search
CUST001010,Female,32,Diyarbakir,Southeastern Anatolia,2023-12-17,Paid Search
CUST001011,Male,22,Sivas,Central Anatolia,2025-02-13,Paid Search
CUST001012,Male,24,Eskisehir,Central Anatolia,2023-12-15,Marketplace Ads
CUST001013,Male,40,Istanbul,Marmara,2024-03-06,Organic Search
CUST001014,Female,27,Tokat,Black Sea,2024-03-22,Paid Search
CUST001015,Female,29,Malatya,Eastern Anatolia,2024-06-20,Paid Search
CUST001016,Male,27,Kahramanmaras,Mediterranean,2025-06-06,Marketplace Ads
CUST001017,Female,20,Izmir,Aegean,2024-02-04,Organic Search
CUST001018,Male,41,Izmir,Aegean,2024-05-14,Organic Search
CUST001019,Female,35,Ankara,Central Anatolia,2024-11-24,Organic Search
CUST001020,Male,37,Aydin,Aegean,2023-12-20,Organic Search
CUST001021,Female,66,Ankara,Central Anatolia,2024-12-25,Referral
CUST001022,Male,32,Adiyaman,Southeastern Anatolia,2024-01-16,Organic Search
CUST001023,Female,39,Istanbul,Marmara,2023-12-30,Email
CUST001024,Male,38,Igdir,Eastern Anatolia,2024-08-31,Organic Search
CUST001025,Female,34,Trabzon,Black Sea,2024-07-24,Paid Search
CUST001026,Male,19,Ankara,Central Anatolia,2025-10-25,Email
CUST001027,Male,48,Konya,Central Anatolia,2025-05-01,Paid Search
CUST001028,Male,22,Kahramanmaras,Mediterranean,2024-09-13,Organic Search
CUST001029,Male,37,Adiyaman,Southeastern Anatolia,2024-03-03,Email
CUST001030,Female,29,Ankara,Central Anatolia,2024-01-08,Organic Search
CUST001031,Female,32,Istanbul,Marmara,2024-03-06,Email
CUST001032,Female,41,Istanbul,Marmara,2024-01-15,Organic Search
CUST001033,Male,23,Istanbul,Marmara,2024-05-13,Email
CUST001034,Male,30,Aksaray,Central Anatolia,2024-01-29,Organic Search
CUST001035,Female,38,Istanbul,Marmara,2025-07-16,Paid Search
CUST001036,Female,26,Corum,Black Sea,2025-07-01,Social
CUST001037,Male,31,Istanbul,Marmara,2024-05-01,Paid Search
CUST001038,Female,30,Ankara,Central Anatolia,2024-11-21,Social
CUST001039,Male,20,Mersin,Mediterranean,2024-10-05,Paid Search
CUST001040,Male,33,Ankara,Central Anatolia,2024-05-21,Marketplace Ads
CUST001041,Female,25,Istanbul,Marmara,2024-06-16,Social
CUST001042,Male,28,Kocaeli,Marmara,2024-01-02,Marketplace Ads
CUST001043,Male,24,Adana,Mediterranean,2024-09-07,Social
CUST001044,Male,32,Izmir,Aegean,2024-02-18,Organic Search
CUST001045,Female,40,Sanliurfa,Southeastern Anatolia,2024-01-10,Organic Search
CUST001046,Male,38,Tekirdag,Marmara,2024-04-28,Organic Search
CUST001047,Male,37,Kirklareli,Marmara,2024-08-08,Organic Search
CUST001048,Male,24,Konya,Central Anatolia,2024-03-24,Marketplace Ads
CUST001049,Female,18,Malatya,Eastern Anatolia,2024-07-01,Marketplace Ads
CUST001050,Male,34,Mugla,Aegean,2024-10-23,Email
CUST001051,Male,44,Istanbul,Marmara,2024-11-10,Marketplace Ads
CUST001052,Female,38,Sirnak,Southeastern Anatolia,2024-06-21,Marketplace Ads
CUST001053,Male,21,Antalya,Mediterranean,2024-12-07,Organic Search
CUST001054,Female,22,Kirsehir,Central Anatolia,2024-06-05,Organic Search
CUST001055,Female,38,Kayseri,Central Anatolia,2024-01-06,Social
CUST001056,Male,30,Kocaeli,Marmara,2024-01-16,Email
CUST001057,Female,22,Erzurum,Eastern Anatolia,2024-02-13,Organic Search
CUST001058,Female,25,Elazig,Eastern Anatolia,2024-05-08,Organic Search
CUST001059,Male,18,Konya,Central Anatolia,2024-01-30,Organic Search
CUST001060,Male,25,Van,Eastern Anatolia,2025-11-18,Referral
CUST001061,Male,37,Yalova,Marmara,2024-12-15,Organic Search
CUST001062,Male,35,Yalova,Marmara,2024-01-20,Organic Search
CUST001063,Female,34,Gaziantep,Southeastern Anatolia,2024-07-07,Organic Search
CUST001064,Male,38,Istanbul,Marmara,2024-01-20,Email
CUST001065,Female,29,Diyarbakir,Southeastern Anatolia,2024-12-03,Social
CUST001066,Female,39,Kahramanmaras,Mediterranean,2024-01-08,Paid Search
CUST001067,Male,35,Mugla,Aegean,2024-06-29,Email
CUST001068,Female,40,Ankara,Central Anatolia,2024-05-05,Marketplace Ads
CUST001069,Male,27,Isparta,Mediterranean,2024-01-28,Social
CUST001070,Male,21,Antalya,Mediterranean,2024-02-27,Social
CUST001071,Male,43,Bilecik,Marmara,2024-05-03,Paid Search
CUST001072,Female,30,Kayseri,Central Anatolia,2024-03-12,Social
CUST001073,Female,28,Istanbul,Marmara,2024-04-02,Paid Search
CUST001074,Male,26,Istanbul,Marmara,2024-02-02,Organic Search
CUST001075,Female,22,Bursa,Marmara,2024-04-08,Paid Search
CUST001076,Female,29,Tekirdag,Marmara,2024-02-15,Referral
CUST001077,Male,27,Yozgat,Central Anatolia,2024-05-14,Paid Search
CUST001078,Male,30,Istanbul,Marmara,2024-05-05,Organic Search
CUST001079,Female,23,Sakarya,Marmara,2023-12-28,Organic Search
CUST001080,Female,42,Duzce,Black Sea,2023-12-11,Email
CUST001081,Female,20,Giresun,Black Sea,2024-07-07,Email
CUST001082,Female,26,Kayseri,Central Anatolia,2025-10-28,Email
CUST001083,Female,31,Izmir,Aegean,2024-02-24,Referral
CUST001084,Female,38,Ankara,Central Anatolia,2024-03-12,Paid Search
CUST001085,Male,31,Bilecik,Marmara,2024-06-05,Organic Search
CUST001086,Female,28,Izmir,Aegean,2024-09-23,Referral
CUST001087,Male,22,Izmir,Aegean,2025-11-24,Email
CUST001088,Male,29,Istanbul,Marmara,2024-03-10,Social
CUST001089,Male,34,Istanbul,Marmara,2023-12-19,Social
CUST001090,Female,37,Bolu,Black Sea,2024-01-05,Organic Search
CUST001091,Male,42,Istanbul,Marmara,2024-03-22,Organic Search
CUST001092,Female,30,Istanbul,Marmara,2024-01-28,Referral
CUST001093,Male,31,Kars,Eastern Anatolia,2024-07-06,Organic Search
CUST001094,Male,40,Konya,Central Anatolia,2024-03-21,Email
CUST001095,Male,41,Istanbul,Marmara,2024-02-13,Social
CUST001096,Male,27,Diyarbakir,Southeastern Anatolia,2024-08-02,Organic Search
CUST001097,Female,28,Ankara,Central Anatolia,2024-04-16,Paid Search
CUST001098,Male,35,Istanbul,Marmara,2024-09-17,Organic Search
CUST001099,Female,39,Sirnak,Southeastern Anatolia,2025-06-02,Organic Search
CUST001100,Male,22,Istanbul,Marmara,2025-11-13,Paid Search
CUST001101,Male,21,Gaziantep,Southeastern Anatolia,2025-09-14,Paid Search
CUST001102,Male,27,Istanbul,Marmara,2025-12-17,Social
CUST001103,Male,28,Istanbul,Marmara,2024-04-22,Organic Search
CUST001104,Male,29,Istanbul,Marmara,2024-10-13,Referral
CUST001105,Female,35,Ordu,Black Sea,2024-08-07,Social
CUST001106,Male,42,Istanbul,Marmara,2025-01-18,Social
CUST001107,Male,44,Aksaray,Central Anatolia,2023-12-30,Referral
CUST001108,Male,26,Konya,Central Anatolia,2024-06-25,Paid Search
CUST001109,Female,19,Aksaray,Central Anatolia,2025-05-02,Organic Search
CUST001110,Female,39,Afyonkarahisar,Aegean,2024-03-12,Organic Search
CUST001111,Male,31,Adana,Mediterranean,2024-03-08,Organic Search
CUST001112,Male,20,Bursa,Marmara,2024-04-03,Referral
CUST001113,Female,18,Bitlis,Eastern Anatolia,2024-09-11,Paid Search
CUST001114,Female,34,Sirnak,Southeastern Anatolia,2024-03-18,Paid Search
CUST001115,Male,27,Yalova,Marmara,2024-05-14,Organic Search
CUST001116,Male,32,Izmir,Aegean,2024-04-24,Social
CUST001117,Male,40,Istanbul,Marmara,2024-01-17,Organic Search
CUST001118,Female,34,Istanbul,Marmara,2024-01-09,Organic Search
CUST001119,Female,55,Malatya,Eastern Anatolia,2024-07-05,Organic Search
CUST001120,Female,22,Yozgat,Central Anatolia,2025-02-21,Organic Search
CUST001121,Female,31,Istanbul,Marmara,2024-12-26,Paid Search
CUST001122,Female,27,Istanbul,Marmara,2025-01-13,Email
CUST001123,Female,27,Ankara,Central Anatolia,2024-01-02,Organic Search
CUST001124,Male,25,Konya,Central Anatolia,2024-01-28,Paid Search
CUST001125,Male,34,Izmir,Aegean,2024-04-05,Paid Search
CUST001126,Female,22,Samsun,Black Sea,2024-02-20,Email
CUST001127,Female,42,Burdur,Mediterranean,2024-10-07,Social
CUST001128,Male,27,Istanbul,Marmara,2024-06-28,Organic Search
CUST001129,Male,28,Bursa,Marmara,2024-03-20,Referral
CUST001130,Male,31,Antalya,Mediterranean,2024-11-17,Organic Search
CUST001131,Female,44,Izmir,Aegean,2024-10-10,Referral
CUST001132,Male,29,Sakarya,Marmara,2024-06-11,Email
CUST001133,Female,28,Sivas,Central Anatolia,2024-01-17,Marketplace Ads
CUST001134,Male,24,Istanbul,Marmara,2024-01-14,Organic Search
CUST001135,Female,45,Canakkale,Marmara,2024-01-14,Paid Search
CUST001136,Male,28,Istanbul,Marmara,2024-09-11,Organic Search
CUST001137,Female,23,Istanbul,Marmara,2025-01-14,Social
CUST001138,Female,27,Ankara,Central Anatolia,2024-12-28,Referral
CUST001139,Male,33,Ankara,Central Anatolia,2024-01-04,Paid Search
CUST001140,Female,42,Kastamonu,Black Sea,2025-07-23,Marketplace Ads
CUST001141,Male,28,Istanbul,Marmara,2024-02-14,Organic Search
CUST001142,Male,44,Manisa,Aegean,2024-11-03,Organic Search
CUST001143,Female,35,Kayseri,Central Anatolia,2024-01-09,Social
CUST001144,Male,32,Istanbul,Marmara,2025-02-12,Organic Search
CUST001145,Female,39,Istanbul,Marmara,2024-03-03,Marketplace Ads
CUST001146,Female,42,Erzurum,Eastern Anatolia,2024-05-26,Organic Search
CUST001147,Female,34,Trabzon,Black Sea,2024-03-21,Organic Search
CUST001148,Female,41,Erzurum,Eastern Anatolia,2024-07-23,Paid Search
CUST001149,Male,28,Istanbul,Marmara,2024-04-03,Social
CUST001150,Female,33,Adiyaman,Southeastern Anatolia,2024-01-10,Email
CUST001151,Female,33,Istanbul,Marmara,2024-02-02,Email
CUST001152,Male,26,Samsun,Black Sea,2024-03-05,Social
CUST001153,Female,36,Istanbul,Marmara,2024-04-13,Paid Search
CUST001154,Female,31,Ankara,Central Anatolia,2024-07-29,Organic Search
CUST001155,Male,32,Agri,Eastern Anatolia,2024-01-06,Social
CUST001156,Male,44,Istanbul,Marmara,2024-11-15,Social
CUST001157,Female,35,Nigde,Central Anatolia,2025-07-14,Marketplace Ads
CUST001158,Female,49,Mersin,Mediterranean,2023-12-31,Organic Search
CUST001159,Male,32,Yozgat,Central Anatolia,2024-06-05,Referral
CUST001160,Female,31,Manisa,Aegean,2024-09-20,Social
CUST001161,Female,35,Samsun,Black Sea,2024-01-29,Organic Search
CUST001162,Female,38,Bolu,Black Sea,2024-03-13,Paid Search
CUST001163,Male,22,Adana,Mediterranean,2023-11-25,Email
CUST001164,Male,35,Bingol,Eastern Anatolia,2024-09-21,Organic Search
CUST001165,Female,33,Bursa,Marmara,2024-05-30,Email
CUST001166,Female,26,Istanbul,Marmara,2024-08-15,Marketplace Ads
CUST001167,Male,27,Van,Eastern Anatolia,2024-04-28,Organic Search
CUST001168,Male,30,Antalya,Mediterranean,2025-06-17,Organic Search
CUST001169,Male,20,Izmir,Aegean,2024-12-06,Referral
CUST001170,Female,29,Mersin,Mediterranean,2024-08-08,Email
CUST001171,Male,25,Istanbul,Marmara,2024-01-11,Paid Search
CUST001172,Male,32,Istanbul,Marmara,2024-02-06,Email
CUST001173,Male,28,Kirklareli,Marmara,2024-03-19,Paid Search
CUST001174,Female,41,Mugla,Aegean,2024-01-15,Organic Search
CUST001175,Female,34,Ankara,Central Anatolia,2024-01-29,Referral
CUST001176,Female,34,Antalya,Mediterranean,2024-07-28,Organic Search
CUST001177,Male,21,Kocaeli,Marmara,2024-02-14,Marketplace Ads
CUST001178,Male,40,Duzce,Black Sea,2024-01-17,Referral
CUST001179,Female,32,Erzurum,Eastern Anatolia,2024-08-21,Paid Search
CUST001180,Female,36,Nigde,Central Anatolia,2025-10-22,Marketplace Ads
CUST001181,Male,27,Trabzon,Black Sea,2025-09-17,Social
CUST001182,Male,29,Aydin,Aegean,2024-03-11,Organic Search
CUST001183,Male,35,Usak,Aegean,2025-12-26,Marketplace Ads
CUST001184,Male,39,Diyarbakir,Southeastern Anatolia,2024-12-02,Social
CUST001185,Female,36,Istanbul,Marmara,2023-12-16,Paid Search
CUST001186,Female,22,Ankara,Central Anatolia,2024-05-12,Paid Search
CUST001187,Male,22,Ordu,Black Sea,2024-01-18,Marketplace Ads
CUST001188,Male,33,Adana,Mediterranean,2024-02-26,Email
CUST001189,Male,31,Sakarya,Marmara,2024-06-19,Social
CUST001190,Male,37,Gaziantep,Southeastern Anatolia,2024-02-19,Organic Search
CUST001191,Male,33,Istanbul,Marmara,2024-06-01,Referral
CUST001192,Female,35,Sanliurfa,Southeastern Anatolia,2025-09-12,Social
CUST001193,Female,35,Canakkale,Marmara,2024-02-18,Referral
CUST001194,Female,25,Istanbul,Marmara,2024-05-22,Social
CUST001195,Male,30,Istanbul,Marmara,2024-05-29,Paid Search
CUST001196,Female,28,Istanbul,Marmara,2024-03-29,Paid Search
CUST001197,Male,30,Mersin,Mediterranean,2024-06-15,Marketplace Ads
CUST001198,Male,34,Adana,Mediterranean,2024-05-11,Organic Search
CUST001199,Male,44,Kahramanmaras,Mediterranean,2025-03-14,Paid Search
CUST001200,Male,21,Antalya,Mediterranean,2024-03-04,Social
CUST001201,Male,26,Istanbul,Marmara,2024-06-28,Organic Search
CUST001202,Male,35,Izmir,Aegean,2024-09-19,Paid Search
CUST001203,Female,38,Istanbul,Marmara,2024-02-07,Email
CUST001204,Male,35,Diyarbakir,Southeastern Anatolia,2024-01-04,Organic Search
CUST001205,Male,27,Bilecik,Marmara,2024-09-11,Paid Search
CUST001206,Female,38,Artvin,Black Sea,2024-05-28,Marketplace Ads
CUST001207,Female,29,Izmir,Aegean,2025-06-12,Email
CUST001208,Male,35,Kayseri,Central Anatolia,2024-02-04,Social
CUST001209,Female,32,Denizli,Aegean,2024-11-03,Paid Search
CUST001210,Female,47,Manisa,Aegean,2024-02-04,Paid Search
CUST001211,Female,24,Isparta,Mediterranean,2023-12-23,Marketplace Ads
CUST001212,Male,28,Kocaeli,Marmara,2024-01-21,Organic Search
CUST001213,Female,21,Mugla,Aegean,2025-02-03,Referral
CUST001214,Male,28,Sakarya,Marmara,2024-11-01,Organic Search
CUST001215,Male,34,Balikesir,Marmara,2024-07-17,Social
CUST001216,Female,21,Ankara,Central Anatolia,2025-06-27,Referral
CUST001217,Male,38,Antalya,Mediterranean,2024-02-09,Social
CUST001218,Male,27,Istanbul,Marmara,2025-01-18,Paid Search
CUST001219,Male,24,Kirikkale,Central Anatolia,2024-11-03,Paid Search
CUST001220,Male,37,Corum,Black Sea,2023-12-30,Organic Search
CUST001221,Male,19,Elazig,Eastern Anatolia,2024-11-21,Organic Search
CUST001222,Female,54,Izmir,Aegean,2024-03-15,Social
CUST001223,Female,45,Bolu,Black Sea,2024-01-16,Social
CUST001224,Male,43,Siirt,Southeastern Anatolia,2024-09-28,Email
CUST001225,Male,18,Kocaeli,Marmara,2024-10-13,Paid Search
CUST001226,Male,41,Ankara,Central Anatolia,2024-09-18,Organic Search
CUST001227,Male,39,Ankara,Central Anatolia,2024-03-14,Organic Search
CUST001228,Female,29,Denizli,Aegean,2024-11-08,Organic Search
CUST001229,Male,33,Nigde,Central Anatolia,2025-02-16,Organic Search
CUST001230,Female,37,Kilis,Southeastern Anatolia,2024-06-08,Paid Search
CUST001231,Female,22,Samsun,Black Sea,2024-07-09,Email
CUST001232,Female,32,Sanliurfa,Southeastern Anatolia,2025-09-10,Paid Search
CUST001233,Female,39,Istanbul,Marmara,2024-01-09,Paid Search
CUST001234,Female,34,Istanbul,Marmara,2025-05-30,Organic Search
CUST001235,Female,48,Istanbul,Marmara,2024-02-24,Organic Search
CUST001236,Female,40,Elazig,Eastern Anatolia,2025-05-18,Social
CUST001237,Female,33,Istanbul,Marmara,2024-12-10,Referral
CUST001238,Male,36,Kayseri,Central Anatolia,2025-02-09,Referral
CUST001239,Female,36,Istanbul,Marmara,2025-08-07,Organic Search
CUST001240,Female,41,Bursa,Marmara,2024-12-12,Organic Search
CUST001241,Female,34,Ankara,Central Anatolia,2025-01-18,Social
CUST001242,Female,29,Kutahya,Aegean,2024-02-07,Social
CUST001243,Female,31,Gaziantep,Southeastern Anatolia,2025-07-29,Email
CUST001244,Female,24,Istanbul,Marmara,2023-12-28,Social
CUST001245,Female,42,Istanbul,Marmara,2023-12-21,Marketplace Ads
CUST001246,Female,38,Mus,Eastern Anatolia,2024-04-15,Organic Search
CUST001247,Male,27,Istanbul,Marmara,2023-12-11,Paid Search
CUST001248,Female,40,Batman,Southeastern Anatolia,2025-01-07,Paid Search
CUST001249,Male,43,Ankara,Central Anatolia,2024-09-07,Social
CUST001250,Female,27,Istanbul,Marmara,2024-04-23,Organic Search
CUST001251,Male,37,Ankara,Central Anatolia,2024-09-12,Social
CUST001252,Female,35,Kocaeli,Marmara,2023-12-10,Organic Search
CUST001253,Female,34,Izmir,Aegean,2024-05-14,Organic Search
CUST001254,Male,20,Istanbul,Marmara,2024-05-02,Organic Search
CUST001255,Male,31,Hakkari,Eastern Anatolia,2024-01-07,Email
CUST001256,Female,29,Bursa,Marmara,2024-12-14,Organic Search
CUST001257,Male,31,Istanbul,Marmara,2024-01-16,Referral
CUST001258,Female,34,Sirnak,Southeastern Anatolia,2024-10-05,Email
CUST001259,Male,50,Kocaeli,Marmara,2025-09-26,Organic Search
CUST001260,Male,25,Izmir,Aegean,2024-01-13,Email
CUST001261,Male,33,Ankara,Central Anatolia,2024-02-20,Paid Search
CUST001262,Male,24,Izmir,Aegean,2024-05-14,Social
CUST001263,Male,46,Adana,Mediterranean,2024-11-28,Organic Search
CUST001264,Female,22,Mersin,Mediterranean,2025-05-13,Marketplace Ads
CUST001265,Female,35,Konya,Central Anatolia,2024-04-16,Organic Search
CUST001266,Male,35,Mus,Eastern Anatolia,2024-02-08,Referral
CUST001267,Female,35,Samsun,Black Sea,2024-11-09,Email
CUST001268,Male,24,Sanliurfa,Southeastern Anatolia,2024-01-03,Referral
CUST001269,Female,40,Istanbul,Marmara,2024-04-12,Paid Search
CUST001270,Male,35,Mardin,Southeastern Anatolia,2024-05-05,Paid Search
CUST001271,Male,24,Agri,Eastern Anatolia,2023-12-23,Organic Search
CUST001272,Female,42,Mus,Eastern Anatolia,2024-01-22,Organic Search
CUST001273,Female,35,Istanbul,Marmara,2024-01-17,Paid Search
CUST001274,Female,47,Amasya,Black Sea,2024-08-02,Email
CUST001275,Male,35,Konya,Central Anatolia,2024-01-08,Social
CUST001276,Male,29,Istanbul,Marmara,2023-12-23,Organic Search
CUST001277,Male,29,Kutahya,Aegean,2024-02-27,Referral
CUST001278,Male,37,Antalya,Mediterranean,2024-01-24,Organic Search
CUST001279,Female,30,Denizli,Aegean,2024-02-16,Email
CUST001280,Male,26,Siirt,Southeastern Anatolia,2024-07-14,Organic Search
CUST001281,Male,29,Izmir,Aegean,2024-07-20,Organic Search
CUST001282,Male,24,Sivas,Central Anatolia,2025-09-16,Organic Search
CUST001283,Male,27,Konya,Central Anatolia,2023-12-16,Referral
CUST001284,Male,22,Istanbul,Marmara,2024-11-07,Email
CUST001285,Female,30,Malatya,Eastern Anatolia,2025-04-28,Marketplace Ads
CUST001286,Female,40,Istanbul,Marmara,2024-05-13,Referral
CUST001287,Male,23,Diyarbakir,Southeastern Anatolia,2024-08-31,Organic Search
CUST001288,Male,40,Mardin,Southeastern Anatolia,2024-10-02,Referral
CUST001289,Female,35,Burdur,Mediterranean,2024-05-14,Referral
CUST001290,Female,31,Adana,Mediterranean,2024-01-14,Referral
CUST001291,Male,25,Istanbul,Marmara,2025-02-12,Email
CUST001292,Male,30,Samsun,Black Sea,2024-07-13,Social
CUST001293,Male,33,Kocaeli,Marmara,2025-10-02,Paid Search
CUST001294,Female,44,Ankara,Central Anatolia,2024-04-23,Organic Search
CUST001295,Female,40,Istanbul,Marmara,2024-01-05,Organic Search
CUST001296,Female,47,Istanbul,Marmara,2024-05-26,Organic Search
CUST001297,Female,31,Istanbul,Marmara,2024-01-26,Organic Search
CUST001298,Female,19,Gaziantep,Southeastern Anatolia,2024-09-30,Referral
CUST001299,Female,25,Istanbul,Marmara,2025-02-16,Organic Search
CUST001300,Female,48,Cankiri,Central Anatolia,2025-08-03,Social
CUST001301,Male,26,Adana,Mediterranean,2024-03-21,Referral
CUST001302,Male,32,Antalya,Mediterranean,2024-01-07,Social
CUST001303,Female,40,Kocaeli,Marmara,2024-02-13,Organic Search
CUST001304,Male,45,Nigde,Central Anatolia,2024-10-27,Organic Search
CUST001305,Female,23,Trabzon,Black Sea,2024-08-27,Paid Search
CUST001306,Female,29,Istanbul,Marmara,2023-12-08,Email
CUST001307,Female,31,Ankara,Central Anatolia,2024-07-24,Marketplace Ads
CUST001308,Female,29,Mus,Eastern Anatolia,2025-01-15,Social
CUST001309,Female,35,Bursa,Marmara,2024-12-17,Organic Search
CUST001310,Female,27,Tekirdag,Marmara,2025-12-10,Organic Search
CUST001311,Female,34,Antalya,Mediterranean,2024-03-27,Organic Search
CUST001312,Male,33,Kayseri,Central Anatolia,2024-02-27,Marketplace Ads
CUST001313,Male,30,Istanbul,Marmara,2023-12-09,Marketplace Ads
CUST001314,Female,24,Izmir,Aegean,2023-12-31,Email
CUST001315,Male,38,Adana,Mediterranean,2024-04-05,Marketplace Ads
CUST001316,Male,25,Eskisehir,Central Anatolia,2024-02-23,Organic Search
CUST001317,Male,39,Hatay,Mediterranean,2024-04-13,Paid Search
CUST001318,Female,33,Diyarbakir,Southeastern Anatolia,2023-12-25,Organic Search
CUST001319,Male,28,Istanbul,Marmara,2024-01-01,Paid Search
CUST001320,Male,47,Batman,Southeastern Anatolia,2024-02-16,Email
CUST001321,Male,36,Gaziantep,Southeastern Anatolia,2023-12-24,Organic Search
CUST001322,Female,26,Istanbul,Marmara,2023-12-15,Paid Search
CUST001323,Male,49,Istanbul,Marmara,2024-04-14,Email
CUST001324,Female,27,Denizli,Aegean,2023-11-21,Email
CUST001325,Female,39,Tekirdag,Marmara,2024-03-11,Social
CUST001326,Male,29,Afyonkarahisar,Aegean,2024-11-07,Organic Search
CUST001327,Female,32,Istanbul,Marmara,2024-05-03,Organic Search
CUST001328,Female,19,Bolu,Black Sea,2023-12-04,Email
CUST001329,Female,33,Manisa,Aegean,2023-12-16,Paid Search
CUST001330,Male,39,Istanbul,Marmara,2023-12-05,Paid Search
CUST001331,Female,40,Denizli,Aegean,2024-12-17,Organic Search
CUST001332,Female,34,Tokat,Black Sea,2025-11-08,Marketplace Ads
CUST001333,Female,46,Kocaeli,Marmara,2025-01-11,Organic Search
CUST001334,Female,19,Istanbul,Marmara,2024-07-12,Organic Search
CUST001335,Male,34,Kocaeli,Marmara,2023-12-25,Paid Search
CUST001336,Female,31,Istanbul,Marmara,2024-12-02,Paid Search
CUST001337,Male,37,Eskisehir,Central Anatolia,2024-02-05,Organic Search
CUST001338,Female,43,Istanbul,Marmara,2024-11-03,Social
CUST001339,Male,49,Kutahya,Aegean,2024-07-29,Email
CUST001340,Male,39,Kocaeli,Marmara,2023-12-26,Referral
CUST001341,Female,22,Eskisehir,Central Anatolia,2023-12-25,Organic Search
CUST001342,Female,28,Adana,Mediterranean,2025-09-12,Organic Search
CUST001343,Male,26,Samsun,Black Sea,2024-01-13,Organic Search
CUST001344,Male,28,Kirsehir,Central Anatolia,2024-03-19,Social
CUST001345,Male,29,Kayseri,Central Anatolia,2024-12-30,Organic Search
CUST001346,Female,32,Tekirdag,Marmara,2025-06-01,Referral
CUST001347,Male,42,Afyonkarahisar,Aegean,2025-10-31,Marketplace Ads
CUST001348,Male,23,Manisa,Aegean,2024-01-04,Paid Search
CUST001349,Female,36,Kocaeli,Marmara,2024-07-26,Email
CUST001350,Female,27,Diyarbakir,Southeastern Anatolia,2024-09-24,Social
CUST001351,Male,47,Ankara,Central Anatolia,2024-09-19,Marketplace Ads
CUST001352,Male,32,Istanbul,Marmara,2024-01-02,Paid Search
